binary,multiclass,translate_german
Not Hope,Sarcasm,"so war die Dominanz und Sklaverei von Frauen. bedeutet nicht, dass wir es tun sollten, nur weil es historisch ist. tatsächlich habe ich diese Idee von vielen Leuten gehört, auf beiden Seiten des Problems. Ich kann die Verdienste selbst sehen--Geben Paare Vorteile in einer Weise, die keine Nutzung einer kulturellen und religiösen Institution, die nichts mit der Rechtmäßigkeit zu Beginn zu tun hat. auf diese Weise zumindest kulturelle Ehe muss nicht in irgendeiner Weise neu definiert werden und rechtliche Vorteile würden nicht mehr irgendeine Art von Reflexion der kulturellen und ideologischen Ansichten einer Gruppe sein. Übrigens, was meinen Sie mit ""Anti-gay"" in Ihrer Phrase ""Anti-gay-Menschen""? das ist immer wichtig, um festzuhalten."
Not Hope,Sarcasm,"Nur versuchen, etwas Konsistenz in die Debatte zu bringen. Sie lieben es, wenn Demokraten wandern, aber nicht, wenn Republikaner es tun. Warum bin ich nicht überrascht? ;)"
Not Hope,Sarcasm,"** also mag ich deine Lügen und vorsätzliche Verzerrungen nicht. muss ich deine Lügen bewundern? lebe mit der Tatsache, dass meine Meinung über deine persönliche Integrität so niedrig ist, dass ich lieber von jetzt an dich völlig ignorieren würde."
Not Hope,Sarcasm,"Vielleicht sind Sie sich nicht bewusst, aber etwas, was nicht geschehen ist, aber eine Möglichkeit oder Wahrscheinlichkeit hat, dass es geschehen wird, ist potenziell, so dass das Wort genau ist, um es zu beschreiben. Und da ich sicher bin, Steeeeve (der Wörterbuch-Götter) wird eintreten, hier ist die Definition:"
Hope,Sarcasm,"Haben Sie die ausgewogeneste Ernährung, eine gesunde Balance von Codein, Panadol und Ibuprofen...."
Hope,Sarcasm,"Die Tatsache, dass Sie denken, dass der 9-9-9-Plan gut ist, beweist nur, dass Sie so dumm sind wie Herman Cain ist. Vielleicht können Sie und Grover Norquist mit Herman Cain und beginnen Bau auf der utopischen Traumwelt, und vergessen Sie nicht, vorbei zu stoppen und holen Sie Ihre anderen Dumbass Ron Paul auf Ihrem Weg."
Not Hope,Sarcasm,"Ich vermisse es, 3 Treppenzüge für die Klasse zu gehen und meinen Atem ins Bad zu fassen"
Hope,Sarcasm,"wow.... es ist eine echte Person unter dort. Glück auf Ihre Erholung, Chemiker."
Not Hope,Sarcasm,"Ihre Reputation la savoir faire mit schmutzigen Notizen vor Ihnen, Liebling. keine Notwendigkeit für Mamas kleines Junge, um seine Hosen zu wigglen und sich etwas mehr zu zeigen. Bedeutung, auch, Ihre Unwissenheit, nicht mein, da die Verbindung zwischen dem vietnamesischen Krieg, Gummi-Produktion und amerikanischen Reifenherstellern ist dokumentiert und bekannt. gehen Sie Ihren lokalen c.i.a. Quelle für weitere Informationen besuchen, dw, für Anfänger. sicher sein, um Ihren Lehrer Clown Nosey mit Ihnen zu nehmen."
Not Hope,Sarcasm,"Sie sehen also einen Polizisten auf der Straße, Sie sehen, dass er bewaffnet ist, das ist genug, um Aggression und Gewalt zu verursachen, möglicherweise, dass Sie anderen schaden, einfach weil Sie gesehen haben, dass jemand anderes bewaffnet war?"
Hope,Sarcasm,"Simone Baby Ich werde deinen Sanford sehen und dir einen Mark Spitzer, John Edwards, Jim McGreevey und natürlich den König des Sleeze der Slickmeister Willie erziehen."
Hope,Sarcasm,"Erstaunlich, wie schnell dieses Team gewinnen kann von 13 gerade zu verlieren drei in Folge. Lol. Horrible Verwaltung heute Abend. Ich hoffe wirklich, dass dieses Boone-Experiment bald vorbei ist."
Not Hope,Sarcasm,"wer sagt, es gibt ein Nachleben? oh warten, Leute von zweitausend Jahren vor der Wissenschaft. hmmm."
Not Hope,Sarcasm,"Genau, für alle anderen, ""wascallywabit"" macht viel mehr Sinn als ""pandion"", der eigentlich keine Fragen beantwortet, er ist zu busy bewundern, wie ""groß er ist in der Biologie."" Und wenn Sie sich fragen, warum ich ruhig geblieben ist, es ist, weil wie ""wascallywabit"" sagte, ich nicht stören kann mit arroganten Leuten, die nicht auf den Grund zu hören."
Not Hope,Sarcasm,"es war Deutschlands Antrieb für den Nationalismus, der zur Niederlage der Briten führte, wwll. wollen Sie Ihre Position neu überdenken? news flash, britain gewann ww2, germany verloren. ich bin wirklich überrascht, dass Sie das nicht wussten."
Hope,Sarcasm,"Ich dachte, Sie würden glücklich sein. Ich meine, Hölle, es würde bedeuten, dass wir in der Kirche waren, nicht?"
Not Hope,Sarcasm,"Wow, ein Faden, der mich wie einen XXXXX behandelt, indem er absurde Propaganda auf mich schießt, das ist überzeugend und gewinnt meine Sympathien."
Not Hope,Sarcasm,"ich denke, du verstehst mich nicht. Hautfarbe ist genetisch. Du sagst, die Hautfarbe repräsentiert Gene. ...wir argumentieren für dasselbe. ich weiß, ich bin schockiert."
Hope,Sarcasm,"""Hopium"" ist die ewige Abhängigkeit von Waffe grabbing Anti-Konstitutionalisten zu hoffen, dass sie die Verfassung ändern können, so dass alle ihre Gesetze und Ideen angenommen werden. Anmerkung Ich markierte Ihre Rechtschreibungsfehler."
Not Hope,Sarcasm,"Und hier weigert sich der Assi noch einmal, auf einen gültigen Post zu antworten, da er persönlich einen Mitglied beleidigt, der mehr Intelligenz und Weisheit zeigt, als er in jedem Post COBHC schreibt. Und das kommt von einem Kerl, der kaum aus seinen Teenagern selbst ist. Hypocrite viel assipiter? emoticonXRolleyes"
Not Hope,Sarcasm,"Ich denke, dass Sie sich sehr verwechselt haben. Ich bin kein Republikaner. Auch kein Demokrat. Ich bin nie als etwas anderes als 'unabhängig' registriert. Ich bin so, weil ich denke. Im Gegensatz zu einem Parteiparrot, dass Sie sich selbst scheinen. Da ich weder bin ... wer der Hölle kann ""Ich"" in der Minderheit sein? Muss Ihre großmütige knie-jerk Reaktion sein, zu denken, dass jeder, der nicht wie Sie denken und slurp die Flavor Aid ist die Opposition und als solches muss in der 'Feindpartei' sein. Und Sie sind ein Hass, weil Sie Verbis ist Hass gefüllt, kaustisch und immer beleidigend. Und nicht auf eine lustige, lustige Weise, sondern voll von Vitriol und Galle."
Not Hope,Sarcasm,"Also keine tatsächliche Quelle. Und Hannity und Colmes? Yeesh, Sie könnten ebenso gut zitieren Limbaugh oder Coulter oder O'Reilly. Sie sind alle gleichermaßen ""gerecht und ausgewogen"". Und der Kindergarten ""sex-ed"" war Alter angemessen. Glückwunsch, Sie haben eine Lüge gekauft."
Not Hope,Sarcasm,"Ich versteckte nichts. tatsächlich, es ist nicht ""anders"" überhaupt in, dass es nichts in dem gay Artikel, dass falsch oder falsch gezeigt wird. so viel für Ihre ""Verwirrung"" ... und vorhersehbar, absolut kein Link von Ihnen ... was haben Sie zu verstecken haben? angesichts der typischen rampant Betrug begangen, wenn Christen versuchen, viele dieser ""petitions"" gegen Zivilunionen, ich bin nicht überrascht, dass einige als ungültig erkannt wurden. hier ist ein Video über die Techniken, die in Massachusetts verwendet wurden. http://www.youtube.com/watch?v=smgua...eature=related"
Not Hope,Sarcasm,"Gut - wir waren müde von dir, nicht zu antworten oder zu sagen, ""es ist meine Zeit nicht wert."""
Hope,Sarcasm,"Vielleicht hätte ich die Schriftart ""sarkasm"" verwendet. Mein schlechter. Ich ging für Humor nicht unangenehm. Haben Sie sich einen pfeifen Tag.:)"
Not Hope,Sarcasm,Sie sind alle sickos für being mean to Trump so viel für die tolerante Linke sowieso George Floyd hatte es coming
Not Hope,Sarcasm,"Oh bitte.. sage das einer bankrotten Familie von vier, die keine medizinischen Rechnungen bezahlen kann..."
Not Hope,Sarcasm,"Ich freue mich, dass Sie das Rechtschreibung in dieses bringen. Zeigt, wo Sie in der Debatte sind. Und woher kam die lebensrettende Frage?"
Hope,Sarcasm,"Ich liebe es, den Arzt zu verlassen in Tränen. Ich brauche dieses Kind, um einfach zu entscheiden, meinen Körper zu verlassen, so dass wir fertig und zu Hause zusammen sein können."
Not Hope,Sarcasm,Nicht in Ihrem verrückten Verstand hat es nicht so viel ist klar König Trident... Warum gehen Sie nicht zu jagen einige Thunfisch oder etwas...
Not Hope,Sarcasm,"Natürlich hätte Gott etwas zu bieten, dem niedrigen Peon, aber das erklärt nicht, was Nutzen Gott für niedrige Peons hat, außer für das tun dummen Haustiertricks."
Not Hope,Sarcasm,"Kommen Sie nach England und ich werde Sie treffen sugarplumemoticonXBye Sie verknüpft alle diese anderen Abberations (obwohl das reich kommt von einem sexuellen Abweichenden) zusammen mit Homosexualität Sie schmutzigen alten Mann. Wir sprachen über Homosexualität in ANIMALS Pothead aber Sie halten darauf bestehen, es über Menschen (Lesen Sie die Kappen) und dann ändern Sie das Thema zu Ihnen und Frau Poet....werden Sie versuchen, aufzuhalten ! Sie mince..no doubt about itemoticonXChicken"
Not Hope,Sarcasm,"Hat das Verbot das Trinken aufhört? Hat der Drogenkrieg das Rauchen aufhört? Was macht Sie denken, dass es anders ist mit Waffen?"
Not Hope,Sarcasm,"@MailOnline Ein weiterer missogynistischer, homophobe Rapper.. wie schockierend!"
Not Hope,Sarcasm,"Nicht nur würde ich den Schalter werfen, ich würde auch die Stromrechnung bezahlen. emoticonXGood"
Not Hope,Sarcasm,"Ich denke, man könnte Waffenkontrolle auch in einer Waffenfreien Schule lehren. Sex-Bildung wird auch in Schulen gelehrt, die ihren Schülern verbieten, auf dem Schulhof zu heiraten :p ."
Not Hope,Sarcasm,"wer braucht einen Alarm, wenn du die leise rumbling Stimme eines Fremden haben kannst, um dich morgens aufzuwachen"
Hope,Sarcasm,"wie in afghanistan? hoffentlich wird es ein wenig besser mit diesem Marionetten gehen, sein eigener Körperguard war der jüngste in einer Reihe von Angriffsversuchen."
Not Hope,Sarcasm,"Ist das direkt neben ANWR? Unterschätzen die Kanadier ANWR, während sie seitlich Bohren, um unsere wertvollen Flüssigkeiten zu extrahieren? emoticonXClown"
Hope,Sarcasm,"Ja, sie überwinden es in einem oder zwei Jahren. Haaa Haaa"
Not Hope,Sarcasm,"ja, ez ist, was zurückkommen wird, um dich zu jagen. hay ez Sie wissen, warum ich alles sagen kann, was ich über Jesus mit Auswirkung wollen? es ist, weil Jesus nie existiert. sleazy, wann werden Sie wachsen?"
Not Hope,Sarcasm,"Da Sie so gerne persönliche Angriffe an den Mod melden, sollte vielleicht jemand die Gunst an Sie zurückgeben? emoticonXRolleyes"
Not Hope,Sarcasm,"Ich lese jetzt 4 Bücher auf einmal, was falsch gehen könnte"
Hope,Sarcasm,"woher hat Jesus seine magischen Kräfte bekommen? btw, wenn Engel das Baby-Mama-Drama vor der Flut tun könnten, dann kann auch Gott."
Not Hope,Sarcasm,"Und, ich bin sicher, dass Sie sich die gleiche Frage stellen, bevor Sie Ihre Fliege entpacken und Ihren Pecker herausschieben, richtig?"
Hope,Sarcasm,"WOW ""unzählige Individuen""! Beweis genug für mich denke ich. Alles Gute."
Hope,Sarcasm,"Simone: Ich bin chronisch erkrankt: Ich dachte, Easyrider um eine Rezeptur zu bitten."
Not Hope,Sarcasm,"Ich habe nie einen Konservativen gehört, der pro gay war, geschweige denn pro homosexuelle Ehe. Kennen Sie jemanden? Es gibt einen alten Begriff, der scheint, um anzuwenden, 'wenn der Schuh passt'. Bitte möchte ich wissen, wer diese Konservativen sind, die wollen, dass Homosexuelle legal heiraten können. Wer sind sie? Da Sie sagen, ich spreche in der Allgemeinheit, dann sollten Sie keine Probleme haben, diese pro gay oder por homosexuelle Ehe Konservativen auflisten. nur weil jemand glaubt, dass die Regierung nicht in der Ehe-Busness sein sollte, als Liberal, bedeutet nicht, dass sie die homosexuellen Ehe unterstützen."
Hope,Sarcasm,"Ich kann nicht warten, meine Kinder nach Dingen zu benennen, die ich nie haben werde. Meine Tochter wird Hope sein. Mein Sohn wird PS5 sein, weil diese Scheiße teuer ist."
Not Hope,Sarcasm,"Ich versuchte, nicht wie ein Touristen aussehen, wenn ich in nyc letzten Mai ging, aber ich denke ich gab es weg mit allen Bildern, die ich machte."
Not Hope,Sarcasm,"Das ist eine interessante Tatsache, wie kommt es, dass ich nie eine solche Sache gehört habe.. vielleicht ist ein Link in Ordnung und nicht ein Sturmfront oder dergleichen Link bitte.... tatsächlich habe ich an Gangsta-Rap gehört... Easy E, Snoop, NWA, und so viele andere, in der Tat sind sie in meinem LKW gerade jetzt.. Stellen Sie sich ein rotkopf ""whitey"" genießt beim Hören von allen Arten von Musik.. hmm Ich habe auch Lady Smith Black Mambazo, Nat King Cole, und während wir dabei sind habe ich Musik, die ich von Iran, Irak, Saudi-Arabien, Türkei und so viele kann ich sie alle nicht auflisten... was ist dein Ziel? Ich würde kaum rap die Verfall der 90er Jahre nennen, offensichtlich viele Leute hören, wenn sie Geld verdienen.... Ich frage mich, ob Sie einen verrückten Verwandten"
Not Hope,Sarcasm,"Sie denken, Metro ist linke Flügel? was für ein Ding haben Sie rauchen, ethmi? Metro ist ein schmutziger rag aus dem gleichen schrecklichen Stall wie die tägliche Post."
Not Hope,Sarcasm,"Gute Lektion! Nehmen Sie immer den einfachen Weg heraus, um zu versuchen und die Konsequenzen von Aktionen zu vermeiden. Anstatt eine Notiz auf einem Auto zu lassen, die sagt, Sie versehentlich schlagen Sie ... sollten Sie einfach zufällig weg fahren. Vielen Dank Simone!"
Not Hope,Sarcasm,"Eigentlich macht es nur für Sie Sinn. Wenn Sie sich nur für eine Weile an die Natur schauen, werden Sie sich von einem großen Teil des Todes bewusst werden. Aber es ist meistens sehr wirtschaftlich, da Scavengers sicherstellen, dass es minimale Abfälle gibt."
Not Hope,Sarcasm,"Ha, das ist nur eine idiotische Perspektive. Wir würden keine Gesetze (und viele wichtige) haben, wenn Sie nicht einen Gesetzentwurf machen können, der Sie nicht beeinflusst. Tut mir leid Bürgerrechtsgesetzgebung!"
Not Hope,Sarcasm,"Es scheint, dass die Sicherheitsnazis denken, Waffenfreie Zonen sollten wie Gefängnisse betrieben werden. Vielleicht sollten die Sicherheitsnazis eine Feldreise zu ihrem staatlichen Gefängnissystem machen und die Wachen fragen, ob Waffen oder andere Waffen überhaupt in die Gefängnisse gelangen. Gefängnisse gelten als Waffen- und Drogenfreie Zonen. Wenn dies wahr war, dann wie kann ein Gefangener von einer Waffe in der Gefängnis geschossen werden?"
Not Hope,Sarcasm,"Hush Poseidon! Sei ein guter, nicht existierender Gott und bleibe fern vom brennenden Busch, den du werfen wirst, und dann bist du wirklich in Schwierigkeiten."
Not Hope,Sarcasm,"Was hat dazu geführt? Ich denke, ich muss überprüfen, auf welcher Website ich bin... Ihre Antwort, Orion, (wie trs) ist die eines gutlosen, spineless, dip-wad. Einer, der würde in Ihren Schubladen trümmern, wenn Sie eine solche Forderung während der Begegnung mit mir gemacht. Aber, ich habe mit Ihrer traurigen, Müll Art vorgegangen und haben festgestellt, dass egal, was gesagt wird, werden Sie handeln, wie Sie zehn Fuß hoch und bulletproof sind. Aber, weiter, Orion. Sie haben Ihre wahren Farben jetzt gezeigt."
Not Hope,Sarcasm,"quote from johnhanks: 'quote: originally posted by inri ...sex is nothing but animalistic until it is practiced in accordance with the eucharist... I'm fascinated. how is this done, exactly? (und gerade für die Aufzeichnung - Sie sagen wirklich, dass Sex weniger animalistic ist eine gute Sache?)' ich würde nicht einmal fragen!!"
Not Hope,Sarcasm,Du hast dies auch auf anderen Foren gesagt: Du hast nicht 10.000 Dollar. Du machst nur einen Schein von dir selbst.
Hope,Sarcasm,"Wer ist dieser Gott, von dem du sprechest? Kann ich ihm rufen? Ich habe einige Dinge, die ich gerne getan habe und er kann sie einfach sagen, während er am Telefon ist, ich hoffe."
Hope,Sarcasm,"@ThePartridgePod Defrost den Gefrierschrank mit dem Guss von Hollyoaks. Jeder von ihnen, der eine extra lustige Reise wollte, könnte mit einigen leeren Pesto-Gläsern ins Recycling-Zentrum springen. Magie."
Not Hope,Sarcasm,"Nun, wenn man bedenkt, wie unklar und widersprüchlich die christlichen Schriften sind, denke ich, dass diese Wiederholung genauso sinnvoll ist wie jede der anderen."
Not Hope,Sarcasm,"Es war ein Versuch der Ironie, die Sie Nordamerikaner nicht leicht zu verstehen."
Not Hope,Sarcasm,"Dies nennt man extremistische Logik. erstens kostet Sams Millionen von Dollar und Leute, die es sich leisten können, können sich wahrscheinlich nicht so viele leisten, zweitens diese reichen D00ds wahrscheinlich ihre Freiheit mögen und wären nicht so geneigt, sie zu benutzen. Drittens, wie viele Individuen wissen Sie, können sich ein Milliarden Dollar Atomwaffenprogramm leisten und bauen, besitzen und halten eine Atomwaffe? Dies ist absurde Verteilung aus dem Land zu glauben. aber um Ihre Frage zu beantworten, wenn die Regierung kann es besitzen, so sollten die Menschen."
Hope,Sarcasm,"Ich werde Scantrons verpassen, die meinen Namen zu Christus nach 16 Jahren verkürzen"
Not Hope,Sarcasm,"Du hasst die Wahrheit wirklich nicht, du lügst nicht! Und du bist ein Lehrer? Was für ein schrecklicher Gedanke, der auf deiner verdrehten Weltanschauung basiert. emoticonXDonno Ich habe mein eigenes Video für dich zu sehen, eines, das dir nicht Lügen sagt, indem ich auf ein paar Beispiele hinweise, warum 10.000 E-Mails nicht die Betrug, der seit einer Generation auf die Menschheit verübt wurde, enthüllt. YouTube - John Coleman - Global Warming Scam Hier ist ein anderes Video, wo er Al Gore verklagt: YouTube - Al Gore von über 30.000 Wissenschaftlern wegen Global Warming Betrug verklagt / John Coleman"
